metabolite,sample_id,flux,description
trp_L_m,s20011_0018,0.008182,L-tryptophan
adn_m,s20011_0018,0.014022664955515296,Adenosine
dad_2_m,s20011_0018,1e-06,2-deoxyadenosine
nmn_m,s20011_0018,0.1,NMN
gam_m,s20011_0018,0.1,D-Glucosamine
26dap_M_m,s20011_0018,0.08010563942638765,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0018,0.1,N-acetylneuraminate
orn_m,s20011_0018,0.1,Ornithine
amp_m,s20011_0018,0.1,AMP
cgly_m,s20011_0018,0.1,L-cysteinylglycine
acgam_m,s20011_0018,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0018,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0018,0.1,Deoxycytidine
metsox_S_L_m,s20011_0018,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0018,0.1,Cytidine
glyc3p_m,s20011_0018,0.1,Glycerol 3-phosphate
tyr_L_m,s20011_0018,0.1,L-tyrosine
ser_L_m,s20011_0027,0.1,L-serine
csn_m,s20011_0027,1e-06,cytosine
dgsn_m,s20011_0027,1e-06,Deoxyguanosine
phe_L_m,s20011_0027,1e-06,L-phenylalanine
pi_m,s20011_0027,1e-06,hydrogenphosphate
strch1_m,s20011_0027,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0027,1e-06,Guanine
ala_L_m,s20011_0027,1e-06,L-alanine
cys_L_m,s20011_0027,1e-06,L-cysteine
no2_m,s20011_0027,1e-06,Nitrite
ade_m,s20011_0027,1e-06,Adenine
ncam_m,s20011_0027,0.002343964993245862,Nicotinamide
asn_L_m,s20011_0027,0.0225,L-asparagine
gln_L_m,s20011_0027,0.018,L-glutamine
arg_L_m,s20011_0027,0.015,L-argininium(1+)
his_L_m,s20011_0027,0.015,L-histidine
gsn_m,s20011_0027,1e-06,Guanosine
ala_D_m,s20011_0027,1e-06,D-alanine
lys_L_m,s20011_0027,1e-06,L-lysinium(1+)
asp_L_m,s20011_0027,1e-06,L-aspartate(1-)
thr_L_m,s20011_0027,1e-06,L-threonine
gly_m,s20011_0027,1e-06,Glycine
indole_m,s20011_0027,1e-06,Indole
pydxn_m,s20011_0027,1e-06,Pyridoxine
hxan_m,s20011_0027,1e-06,Hypoxanthine
so4_m,s20011_0027,1e-06,sulfate
ocdcea_m,s20011_0027,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0027,8.860293078782888e-06,Menaquinone 7
mqn8_m,s20011_0027,1e-06,Menaquinone 8
gthox_m,s20011_0027,1e-06,Oxidized glutathione
12dgr180_m,s20011_0027,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0027,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0027,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0027,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0027,1e-06,pectins
xylan_m,s20011_0027,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0027,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0027,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0027,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0027,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0027,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0027,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0027,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0027,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0027,1e-06,4-Aminobenzoate
gthrd_m,s20011_0027,1e-06,Reduced glutathione
cellul_m,s20011_0027,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0027,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0027,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0027,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0027,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0027,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0027,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0027,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0027,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0027,1e-06,Ubiquinone-8
pydx_m,s20011_0027,3.402088544596648e-05,Pyridoxal
ptrc_m,s20011_0027,0.0001873828397904111,Putrescine
spmd_m,s20011_0027,0.00018738283977981496,Spermidine
thm_m,s20011_0027,0.00018738283975672232,Thiamin
pheme_m,s20011_0027,0.00015665684412624614,Protoheme
sheme_m,s20011_0027,0.00017792789559223365,Siroheme
fe2_m,s20011_0027,0.0023225002743174628,Fe2+
fe3_m,s20011_0027,4.716591701559025e-05,Fe3+
fol_m,s20011_0027,0.00048504492531264987,Folate
pnto_R_m,s20011_0027,6.804177091357388e-05,(R)-Pantothenate
pydam_m,s20011_0027,0.0011248165796472296,Pyridoxamine
k_m,s20011_0027,0.0011719824966863962,potassium
cl_m,s20011_0027,0.001171982496659246,Chloride
mn2_m,s20011_0027,0.0011719824966576198,Mn2+
ca2_m,s20011_0027,0.0011719824966576198,calcium(2+)
cobalt2_m,s20011_0027,0.0011719824966645285,Co2+
zn2_m,s20011_0027,0.0011719824966585277,Zinc
cu2_m,s20011_0027,0.0011719824966585277,Cu2+
mg2_m,s20011_0027,0.0011719824966587883,magnesium
met_L_m,s20011_0027,1e-06,L-methionine
pro_L_m,s20011_0027,1e-06,L-proline
glu_L_m,s20011_0027,1e-06,L-glutamate(1-)
val_L_m,s20011_0027,1e-06,L-valine
leu_L_m,s20011_0027,0.015,L-leucine
ile_L_m,s20011_0027,1e-06,L-isoleucine
trp_L_m,s20011_0027,0.008182,L-tryptophan
adn_m,s20011_0027,1e-06,Adenosine
dad_2_m,s20011_0027,1e-06,2-deoxyadenosine
nmn_m,s20011_0027,1e-06,NMN
gam_m,s20011_0027,0.1,D-Glucosamine
26dap_M_m,s20011_0027,0.06840757761208906,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0027,0.1,N-acetylneuraminate
orn_m,s20011_0027,0.1,Ornithine
amp_m,s20011_0027,0.1,AMP
cgly_m,s20011_0027,0.1,L-cysteinylglycine
acgam_m,s20011_0027,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0027,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0027,0.05363734550037158,Deoxycytidine
metsox_S_L_m,s20011_0027,0.00589420786929562,L-Methionine Sulfoxide
cytd_m,s20011_0027,1e-06,Cytidine
glyc3p_m,s20011_0027,0.0951351382593506,Glycerol 3-phosphate
tyr_L_m,s20011_0027,0.033193812132309986,L-tyrosine
ser_L_m,s20011_0013,1e-06,L-serine
csn_m,s20011_0013,1e-06,cytosine
dgsn_m,s20011_0013,1e-06,Deoxyguanosine
phe_L_m,s20011_0013,1e-06,L-phenylalanine
pi_m,s20011_0013,0.02331343900162608,hydrogenphosphate
strch1_m,s20011_0013,0.013426666806793719,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0013,1e-06,Guanine
ala_L_m,s20011_0013,1e-06,L-alanine
cys_L_m,s20011_0013,1e-06,L-cysteine
no2_m,s20011_0013,1e-06,Nitrite
ade_m,s20011_0013,1e-06,Adenine
ncam_m,s20011_0013,0.0008994278730251785,Nicotinamide
asn_L_m,s20011_0013,0.0225,L-asparagine
gln_L_m,s20011_0013,0.018,L-glutamine
arg_L_m,s20011_0013,0.015,L-argininium(1+)
his_L_m,s20011_0013,0.015,L-histidine
gsn_m,s20011_0013,1e-06,Guanosine
ala_D_m,s20011_0013,1e-06,D-alanine
lys_L_m,s20011_0013,1e-06,L-lysinium(1+)
asp_L_m,s20011_0013,1e-06,L-aspartate(1-)
thr_L_m,s20011_0013,1e-06,L-threonine
gly_m,s20011_0013,1e-06,Glycine
indole_m,s20011_0013,0.0008896302318621707,Indole
pydxn_m,s20011_0013,2.3921711935770418e-05,Pyridoxine
hxan_m,s20011_0013,1e-06,Hypoxanthine
so4_m,s20011_0013,1e-06,sulfate
ocdcea_m,s20011_0013,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0013,1e-06,Menaquinone 7
mqn8_m,s20011_0013,1e-06,Menaquinone 8
gthox_m,s20011_0013,7.82841484401331e-05,Oxidized glutathione
12dgr180_m,s20011_0013,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0013,8.3e-05,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0013,4.7e-05,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0013,3.2899999999999987e-05,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0013,3.34e-05,pectins
xylan_m,s20011_0013,3.21e-05,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0013,2.3921711935770418e-05,2-Demethylmenaquinone 8
arabinogal_m,s20011_0013,2.19e-05,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0013,1.57e-05,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0013,1.41e-05,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0013,1.4499999999999997e-05,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0013,1.18e-05,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0013,1.41e-05,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0013,1.31e-05,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0013,1e-06,4-Aminobenzoate
gthrd_m,s20011_0013,1e-06,Reduced glutathione
cellul_m,s20011_0013,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0013,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0013,0.000266987,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0013,0.000128235,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0013,0.000166277,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0013,0.000176323,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0013,0.000470195,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0013,0.000306649,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0013,0.000470195,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0013,0.00023711427959938192,Ubiquinone-8
pydx_m,s20011_0013,1e-06,Pyridoxal
ptrc_m,s20011_0013,7.47832219238752e-05,Putrescine
spmd_m,s20011_0013,0.0004445440864664363,Spermidine
thm_m,s20011_0013,0.000444544086469989,Thiamin
pheme_m,s20011_0013,0.00044454408647176535,Protoheme
sheme_m,s20011_0013,0.00023135151880815386,Siroheme
fe2_m,s20011_0013,0.0013258130084814468,Fe2+
fe3_m,s20011_0013,0.00021319256767071693,Fe3+
fol_m,s20011_0013,0.0006940545564033776,Folate
pnto_R_m,s20011_0013,0.0003609800176374023,(R)-Pantothenate
pydam_m,s20011_0013,0.0005323885084784763,Pyridoxamine
k_m,s20011_0013,0.0007695027880722696,potassium
cl_m,s20011_0013,0.0007695027880646868,Chloride
mn2_m,s20011_0013,0.000769502788080777,Mn2+
ca2_m,s20011_0013,0.0007695027880773783,calcium(2+)
cobalt2_m,s20011_0013,0.0007695027880637698,Co2+
zn2_m,s20011_0013,0.0007695027880784166,Zinc
cu2_m,s20011_0013,0.0007695027880773086,Cu2+
mg2_m,s20011_0013,0.0007695027880773085,magnesium
met_L_m,s20011_0013,1e-06,L-methionine
pro_L_m,s20011_0013,1e-06,L-proline
glu_L_m,s20011_0013,1e-06,L-glutamate(1-)
val_L_m,s20011_0013,1e-06,L-valine
leu_L_m,s20011_0013,0.015,L-leucine
ile_L_m,s20011_0013,0.015,L-isoleucine
trp_L_m,s20011_0013,0.008182,L-tryptophan
adn_m,s20011_0013,1e-06,Adenosine
dad_2_m,s20011_0013,1e-06,2-deoxyadenosine
nmn_m,s20011_0013,1e-06,NMN
gam_m,s20011_0013,0.1,D-Glucosamine
26dap_M_m,s20011_0013,0.06111686437432586,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0013,0.1,N-acetylneuraminate
orn_m,s20011_0013,0.1,Ornithine
amp_m,s20011_0013,0.1,AMP
cgly_m,s20011_0013,0.1,L-cysteinylglycine
acgam_m,s20011_0013,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0013,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0013,0.06989966175824947,Deoxycytidine
metsox_S_L_m,s20011_0013,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0013,1e-06,Cytidine
glyc3p_m,s20011_0013,0.1,Glycerol 3-phosphate
tyr_L_m,s20011_0013,0.04524717456896096,L-tyrosine
ser_L_m,s20011_0034,1e-06,L-serine
csn_m,s20011_0034,1e-06,cytosine
dgsn_m,s20011_0034,1e-06,Deoxyguanosine
phe_L_m,s20011_0034,0.032056164748183305,L-phenylalanine
pi_m,s20011_0034,1e-06,hydrogenphosphate
strch1_m,s20011_0034,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0034,1e-06,Guanine
ala_L_m,s20011_0034,1e-06,L-alanine
cys_L_m,s20011_0034,1e-06,L-cysteine
no2_m,s20011_0034,1e-06,Nitrite
ade_m,s20011_0034,1e-06,Adenine
ncam_m,s20011_0034,0.0021912910562514815,Nicotinamide
asn_L_m,s20011_0034,0.0225,L-asparagine
gln_L_m,s20011_0034,0.018,L-glutamine
arg_L_m,s20011_0034,0.015,L-argininium(1+)
his_L_m,s20011_0034,0.015,L-histidine
gsn_m,s20011_0034,1e-06,Guanosine
ala_D_m,s20011_0034,1e-06,D-alanine
lys_L_m,s20011_0034,1e-06,L-lysinium(1+)
asp_L_m,s20011_0034,1e-06,L-aspartate(1-)
thr_L_m,s20011_0034,1e-06,L-threonine
gly_m,s20011_0034,1e-06,Glycine
indole_m,s20011_0034,1e-06,Indole
pydxn_m,s20011_0034,0.00014397874921605997,Pyridoxine
hxan_m,s20011_0034,0.0018378560023464274,Hypoxanthine
so4_m,s20011_0034,1e-06,sulfate
ocdcea_m,s20011_0034,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0034,1e-06,Menaquinone 7
mqn8_m,s20011_0034,1e-06,Menaquinone 8
gthox_m,s20011_0034,6.921381666913362e-06,Oxidized glutathione
12dgr180_m,s20011_0034,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0034,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0034,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0034,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0034,1e-06,pectins
xylan_m,s20011_0034,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0034,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0034,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0034,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0034,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0034,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0034,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0034,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0034,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0034,1e-06,4-Aminobenzoate
gthrd_m,s20011_0034,1e-06,Reduced glutathione
cellul_m,s20011_0034,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0034,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0034,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0034,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0034,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0034,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0034,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0034,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0034,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0034,1e-06,Ubiquinone-8
pydx_m,s20011_0034,1e-06,Pyridoxal
ptrc_m,s20011_0034,0.00016179186575743612,Putrescine
spmd_m,s20011_0034,0.00017563462907332905,Spermidine
thm_m,s20011_0034,0.00017563462908621368,Thiamin
pheme_m,s20011_0034,0.00015580478513932405,Protoheme
sheme_m,s20011_0034,0.00015580478513932405,Siroheme
fe2_m,s20011_0034,0.0022419187075841045,Fe2+
fe3_m,s20011_0034,0.000171664275876608,Fe3+
fol_m,s20011_0034,0.0005269038872484089,Folate
pnto_R_m,s20011_0034,0.0003156430251216591,(R)-Pantothenate
pydam_m,s20011_0034,0.0010628127425107436,Pyridoxamine
k_m,s20011_0034,0.0012067914916851304,potassium
cl_m,s20011_0034,0.0012067914917040703,Chloride
mn2_m,s20011_0034,0.0012067914917128775,Mn2+
ca2_m,s20011_0034,0.001206791491727396,calcium(2+)
cobalt2_m,s20011_0034,0.0012067914917271183,Co2+
zn2_m,s20011_0034,0.0012067914917320978,Zinc
cu2_m,s20011_0034,0.001206791491727845,Cu2+
mg2_m,s20011_0034,0.001206791491727845,magnesium
met_L_m,s20011_0034,1e-06,L-methionine
pro_L_m,s20011_0034,1e-06,L-proline
glu_L_m,s20011_0034,0.01715299792811642,L-glutamate(1-)
val_L_m,s20011_0034,1e-06,L-valine
leu_L_m,s20011_0034,0.015,L-leucine
ile_L_m,s20011_0034,1e-06,L-isoleucine
trp_L_m,s20011_0034,0.008182,L-tryptophan
adn_m,s20011_0034,1e-06,Adenosine
dad_2_m,s20011_0034,1e-06,2-deoxyadenosine
nmn_m,s20011_0034,0.00022229192735068182,NMN
gam_m,s20011_0034,0.1,D-Glucosamine
26dap_M_m,s20011_0034,0.06939286408034742,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0034,0.1,N-acetylneuraminate
orn_m,s20011_0034,0.1,Ornithine
amp_m,s20011_0034,0.1,AMP
cgly_m,s20011_0034,0.1,L-cysteinylglycine
acgam_m,s20011_0034,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0034,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0034,1e-06,Deoxycytidine
metsox_S_L_m,s20011_0034,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0034,0.04984996273489006,Cytidine
glyc3p_m,s20011_0034,0.09775402335584538,Glycerol 3-phosphate
tyr_L_m,s20011_0034,0.002951044732445433,L-tyrosine
ser_L_m,s20011_0010,1e-06,L-serine
csn_m,s20011_0010,1e-06,cytosine
dgsn_m,s20011_0010,1e-06,Deoxyguanosine
phe_L_m,s20011_0010,1e-06,L-phenylalanine
pi_m,s20011_0010,0.00902884943711868,hydrogenphosphate
strch1_m,s20011_0010,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0010,1e-06,Guanine
ala_L_m,s20011_0010,1e-06,L-alanine
cys_L_m,s20011_0010,1e-06,L-cysteine
no2_m,s20011_0010,1e-06,Nitrite
ade_m,s20011_0010,1e-06,Adenine
ncam_m,s20011_0010,0.0019350427200183137,Nicotinamide
asn_L_m,s20011_0010,0.0225,L-asparagine
gln_L_m,s20011_0010,0.018,L-glutamine
arg_L_m,s20011_0010,0.015,L-argininium(1+)
his_L_m,s20011_0010,0.015,L-histidine
gsn_m,s20011_0010,1e-06,Guanosine
ala_D_m,s20011_0010,1e-06,D-alanine
lys_L_m,s20011_0010,1e-06,L-lysinium(1+)
asp_L_m,s20011_0010,1e-06,L-aspartate(1-)
thr_L_m,s20011_0010,1e-06,L-threonine
gly_m,s20011_0010,1e-06,Glycine
indole_m,s20011_0010,0.0013988432711722833,Indole
pydxn_m,s20011_0010,1e-06,Pyridoxine
hxan_m,s20011_0010,1e-06,Hypoxanthine
so4_m,s20011_0010,1e-06,sulfate
ocdcea_m,s20011_0010,0.00025103549525200015,octadecenoate (n-C18:1)
mqn7_m,s20011_0010,1.1013523405267733e-05,Menaquinone 7
mqn8_m,s20011_0010,1e-06,Menaquinone 8
gthox_m,s20011_0010,1.5201503996919996e-05,Oxidized glutathione
12dgr180_m,s20011_0010,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0010,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0010,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0010,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0010,1e-06,pectins
xylan_m,s20011_0010,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0010,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0010,1.778661915518383e-05,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0010,1.57e-05,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0010,1.41e-05,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0010,1.4499999999999997e-05,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0010,1.18e-05,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0010,1.41e-05,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0010,1.31e-05,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0010,1e-06,4-Aminobenzoate
gthrd_m,s20011_0010,1e-06,Reduced glutathione
cellul_m,s20011_0010,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0010,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0010,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0010,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0010,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0010,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0010,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0010,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0010,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0010,7.547019260911725e-05,Ubiquinone-8
pydx_m,s20011_0010,3.5322014922722615e-05,Pyridoxal
ptrc_m,s20011_0010,0.00015066531326524078,Putrescine
spmd_m,s20011_0010,0.0002565385138681549,Spermidine
thm_m,s20011_0010,0.00025653851388085513,Thiamin
pheme_m,s20011_0010,0.00023302439128869423,Protoheme
sheme_m,s20011_0010,0.00015755419867424791,Siroheme
fe2_m,s20011_0010,0.0001770705215591306,Fe2+
fe3_m,s20011_0010,0.001995396299628638,Fe3+
fol_m,s20011_0010,0.0005432049636409902,Folate
pnto_R_m,s20011_0010,0.0001093540716610164,(R)-Pantothenate
